雪鹑属	雪鹑
丘鹬科	三趾鹬
雉科	白尾梢虹雉
丘鹬科	西方滨鹬
丘鹬科	勺嘴鹬
丘鹬科	小滨鹬
丘鹬科	红颈滨鹬
丘鹬科	青脚滨鹬
丘鹬科	长趾滨鹬
丘鹬科	白腰滨鹬
丘鹬科	黑腰滨鹬
丘鹬科	斑胸滨鹬
丘鹬科	尖尾滨鹬
丘鹬科	岩滨鹬
丘鹬科	黑腹滨鹬
丘鹬科	弯嘴滨鹬
丘鹬科	高跷鹬
丘鹬科	饰胸鹬
丘鹬科	阔嘴鹬
丘鹬科	流苏鹬
丘鹬科	红颈瓣蹼鹬
丘鹬科	灰瓣蹼鹬
彩鹬科	彩鹬
雉科	原鸡
雉鸻科	水雉
雉鸻科	铜翅水雉
石鸻科	欧石鸻
石鸻科	大石鸻
鸻科	蛎鹬
鸻科	鹮嘴鹬
鸻科	黑翅长脚鹬
鸻科	反嘴鹬
雉科	黑鹇
鸻科	剑鸻
鸻科	长嘴剑鸻
雉科	暗腹雪鸡
雉科	白鹇
鸻科	凤头麦鸡
鸻科	距翅麦鸡
鸻科	灰头麦鸡
鸻科	肉垂麦鸡
燕鸻科	领燕鸻
燕鸻科	普通燕鸻
燕鸻科	灰燕鸻
鸥科	褐贼鸥
鸥科	麦氏贼鸥
鸥科	中贼鸥
雉科	蓝鹇
鸥科	短尾贼鸥
鸥科	长尾贼鸥
鸥科	剪嘴鸥
鸥科	黑尾鸥
鸥科	海鸥
鸥科	灰翅鸥
鸥科	北极鸥
鸥科	灰背鸥
鸥科	银鸥
鸥科	灰林银鸥
雉科	藏马鸡
鸥科	织女银鸥
鸥科	黄脚银鸥
鸥科	渔鸥
鸥科	棕头鸥
鸥科	红嘴鸥
鸥科	细嘴鸥
鸥科	黑嘴鸥
鸥科	遗鸥
鸥科	小鸥
鸥科	楔尾鸥
雉科	白马鸡
鸥科	叉尾鸥
鸥科	三趾鸥
鸥科	鸥嘴噪鸥
鸥科	黄嘴河燕鸥
鸥科	小凤头燕鸥
鸥科	大凤头燕鸥
鸥科	黑嘴端凤头燕鸥
鸥科	粉红燕鸥
鸥科	黑枕燕鸥
雉科	褐马鸡
鸥科	普通燕鸥
鸥科	白额燕鸥
鸥科	黑腹燕鸥
鸥科	白腰燕鸥
鸥科	褐翅燕鸥
鸥科	乌燕鸥
鸥科	白翅浮鸥
鸥科	黑浮鸥
鸥科	白顶玄燕鸥
雉科	蓝马鸡
鸥科	白玄鸥
鸥科	斑海雀
鸥科	扁嘴海雀
鸥科	冠海雀
鸥科	角嘴海雀
鹰科	鹗
鹰科	黑冠鹃隼
鹰科	凤头蜂鹰
鹰科	黑翅鸢
雉科	白颈长尾雉
鹰科	黑鸢
鹰科	黑耳鸢
鹰科	虎头海雕
鹰科	渔雕
鹰科	胡兀鹫
鹰科	白背兀鹫
雉科	黑颈长尾雉
鹰科	高山兀鹫
鹰科	兀鹫
鹰科	秃鹫
鹰科	黑兀鹫
鹰科	短趾雕
鹰科	蛇雕
鹰科	白头鹞
鹰科	白腹鹞
鹰科	白尾鹞
鹰科	草原鹞
雉科	黑长尾雉
鹰科	鹊鹞
鹰科	乌灰鹞
鹰科	凤头鹰
鹰科	褐耳鹰
鹰科	赤腹鹰
鹰科	日本松雀鹰
鹰科	松雀鹰
鹰科	雀鹰
鹰科	苍鹰
鹰科	白眼鵟鹰
雉科	白冠长尾雉
鹰科	棕翅鵟鹰
鹰科	灰脸鵟鹰
鹰科	普通鵟
鹰科	棕尾鵟
鹰科	大鵟
鹰科	毛脚鵟
鹰科	林雕
鹰科	乌雕
鹰科	草原雕
鹰科	白肩雕
雉科	雉鹑
雉科	雉鸡
鹰科	金雕
鹰科	白腹隼雕
鹰科	靴隼雕
鹰科	棕腹隼雕
鹰科	鹰雕
隼科	红腿小隼
隼科	[白腿]小隼
隼科	黄爪隼
隼科	红隼
隼科	红脚隼
隼科	阿穆尔隼
隼科	灰背隼
隼科	燕隼
隼科	猛隼
隼科	猎隼
隼科	矛隼
隼科	游隼
隼科	拟游隼
烚澘	小烚
烚澘	赤颈烚
雉科	白腹锦鸡
烚澘	凤头烚
烚澘	角烚
烚澘	黑颈烚
鹲科	短尾鹲
鹲科	红尾鹲
鹲科	白尾鹲
鲣鸟科	蓝脸鲣鸟
鲣鸟科	红脚鲣鸟
鲣鸟科	褐鲣鸟
蛇鹈科	黑腹蛇鹈
雉科	灰孔雀雉
鸬鹚科	黑颈鸬鹚
鸬鹚科	[普通]鸬鹚
鸬鹚科	暗绿背鸬鹚
鸬鹚科	红脸鸬鹚
鸬鹚科	海鸬鹚
鹭科	白鹭
鹭科	黄嘴白鹭
鹭科	岩鹭
鹭科	白颈黑鹭
鹭科	苍鹭
雉科	海南孔雀雉
鹭科	白腹鹭
鹭科	草鹭
鹭科	中白鹭
鹭科	牛背鹭
鹭科	池鹭
鹭科	绿鹭
鹭科	夜鹭
鹭科	海南鳽
鹭科	栗鳽
鹭科	黑冠鳽
鹭科	小苇鳽
鹭科	黄苇鳽
鹭科	紫背苇鳽
鹭科	栗苇鳽
鹭科	黑鳽
鹭科	大麻鳽
红鹳科	大火烈鸟[大红鹳]
鹮科	彩鹮
雉科	镰翅鸡
鹮科	黑鹮
鹮科	朱鹮
鹮科	白琵鹭
鹮科	黑脸琵鹭
鹈鹕科	白鹈鹕
鹈鹕科	卷羽鹈鹕
鹈鹕科	斑嘴鹈鹕
鹳科	白头鹮鹳
鹳科	黑鹳
鹳科	白鹳
雉科	柳雷鸟
鹳科	东方白鹳
鹳科	秃鹳
军舰鸟科	小军舰鸟
军舰鸟科	白斑军舰鸟
军舰鸟科	白腹军舰鸟
潜鸟科	红喉潜鸟
潜鸟科	黑喉潜鸟
潜鸟科	太平洋潜鸟
潜鸟科	普通潜鸟
潜鸟科	白嘴潜鸟
雉科	岩雷鸟
鹱科	暴雪鹱
鹱科	钩嘴圆尾鹱
鹱科	点额圆尾鹱
鹱科	纯褐鹱
鹱科	白额鹱
鹱科	曳尾鹱
鹱科	肉足鹱
鹱科	灰鹱
鹱科	短尾鹱
鹱科	短尾信天翁
雉科	黑琴鸡
鹱科	黑脚信天翁
鹱科	黑背信天翁
鹱科	烟黑叉尾海燕
鹱科	白腰叉尾海燕
八色鸫科	双辫八色鸫
八色鸫科	蓝枕八色鸫
八色鸫科	蓝背八色鸫
八色鸫科	栗头八色鸫
雉科	四川雉鹑
雉科	西方松鸡
八色鸫科	蓝八色鸫
八色鸫科	绿胸八色鸫
八色鸫科	蓝翅八色鸫
阔嘴鸟科	银胸丝冠鸟
阔嘴鸟科	长尾阔嘴鸟
和平鸟科	蓝翅叶鹎
和平鸟科	橙腹叶鹎
雉科	黑嘴松鸡
伯劳科	虎纹伯劳
伯劳科	牛头伯劳
伯劳科	红背伯劳
伯劳科	棕尾伯劳
伯劳科	红尾伯劳
伯劳科	栗背伯劳
伯劳科	灰背伯劳
伯劳科	黑额伯劳
伯劳科	灰伯劳
雉科	花尾榛鸡
伯劳科	楔尾伯劳
鸦科	松鸦
鸦科	北噪鸦
鸦科	黑头噪鸦
鸦科	台湾蓝鹊
鸦科	黄嘴蓝鹊
鸦科	红嘴蓝鹊
鸦科	白翅蓝鹊
鸦科	蓝绿鹊
鸦科	印支绿鹊
雉科	斑尾榛鸡
鸦科	灰喜鹊
鸦科	棕腹树鹊
鸦科	灰树鹊
鸦科	黑额树鹊
鸦科	盘尾树鹊
鸦科	塔尾树鹊
鸦科	喜鹊
鸦科	黑尾地鸦
鸦科	白尾地鸦
鸦科	褐背拟地鸦
鸭科	栗树鸭
鸦科	星鸦
鸦科	红嘴山鸦
鸦科	黄嘴山鸦
鸦科	寒鸦
鸦科	达乌里寒鸦
鸦科	家鸦
鸦科	秃鼻乌鸦
鸦科	小嘴乌鸦
鸦科	大嘴乌鸦
鸦科	丛林鸦
鸭科	白头硬尾鸭
鸦科	白颈鸦
鸦科	渡鸦
鸦科	灰燕鵙
鸦科	金黄鹂
鸦科	黑枕黄鹂
鸦科	细嘴黄鹂
鸦科	黑头黄鹂
鸦科	朱鹂
鸦科	鹊色鹂
鸦科	大鹃鵙
鸭科	疣鼻天鹅
鸦科	暗灰鹃鵙
鸦科	粉红山椒鸟
鸦科	小灰山椒鸟
鸦科	长尾山椒鸟
鸦科	短嘴山椒鸟
鸦科	黄腹扇尾鹟
鸭科	大天鹅
鸦科	白眉扇尾鹟
鸦科	灰卷尾
鸦科	黑枕王鹟
鸭科	小天鹅
鸦科	紫寿带[鸟]
鸦科	寿带[鸟]
鸦科	大绿雀鹎
太平鸟科	太平鸟
太平鸟科	小太平鸟
河乌科	河乌
河乌科	褐河乌
鹟科	白背矶鸫
鸭科	鸿雁
鹟科	蓝头矶鸫
鹟科	白喉矶鸫
鹟科	栗腹矶鸫
鹟科	蓝矶鸫
鹟科	紫啸鸫
鹟科	台湾紫啸鸫
鹟科	橙头地鸫
鹟科	白眉地鸫
鹟科	光背地鸫
鹟科	长尾地鸫
雉科	石鸡
鸭科	豆雁
鹟科	虎斑地鸫
鹟科	长嘴地鸫
鹟科	灰背鸫
鹟科	黑胸鸫
鹟科	乌灰鸫
鹟科	白颈鸫
鹟科	灰翅鸫
鹟科	乌鸫
鹟科	岛鸫
鹟科	灰头鸫
鸭科	白额雁
鹟科	棕背黑头鸫
鹟科	褐头鸫
鹟科	白眉鸫
鹟科	槲鸫
鹟科	白腹鸫
鹟科	赤胸鸫
鹟科	赤颈鸫
鹟科	斑鸫
鹟科	田鸫
鹟科	白眉歌鸫
鸭科	小白额雁
鹟科	欧歌鸫
鹟科	宝兴歌鸫
鹟科	栗背短翅鸫
鹟科	锈腹短翅鸫
鹟科	白喉短翅鸫
鹟科	蓝短翅鸫
鹟科	白喉林鹟
鹟科	斑鹟
鹟科	灰纹鹟
鹟科	乌鹟
鸭科	灰雁
鹟科	北灰鹟
鹟科	褐胸鹟
鹟科	棕尾褐鹟
鹟科	白眉[姬]鹟
鹟科	黄眉[姬]鹟
鹟科	鸲[姬]鹟
鹟科	锈胸蓝[姬]鹟
鹟科	橙胸[姬]鹟
鹟科	红喉[姬]鹟
鹟科	白喉[姬]鹟
鸭科	斑头雁
鹟科	棕胸蓝[姬]鹟
鹟科	白眉蓝[姬]鹟
鹟科	灰蓝[姬]鹟
鹟科	玉头[姬]鹟
鹟科	铜蓝鹟
鹟科	大仙鹟
鹟科	小仙鹟
鹟科	棕腹大仙鹟
鸭科	雪雁
鹟科	棕腹仙鹟
鹟科	棕腹蓝仙鹟
鹟科	白尾蓝仙鹟
鹟科	海南蓝仙鹟
鹟科	灰颊仙鹟
鹟科	纯蓝仙鹟
鹟科	蓝喉仙鹟
鹟科	山蓝仙鹟
鹟科	方尾鹟
鸭科	加拿大雁
鹟科	欧亚鸲
鹟科	[日本]歌鸲
鹟科	琉球歌鸲
鹟科	红尾歌鸲
鹟科	红点颏,红喉歌鸲
鹟科	黑胸歌鸲
鹟科	蓝喉歌鸲[蓝点颏]
鹟科	棕头歌鸲
鹟科	黑喉歌鸲
鸭科	黑雁
鹟科	金胸歌鸲
鹟科	栗腹歌鸲
鹟科	蓝歌鸲
鹟科	红胁蓝尾鸲
鹟科	金色林鸲
鹟科	白眉林鸲
鹟科	棕腹林鸲
鹟科	台湾林鸲
鹟科	白腰鹊鸲
鸭科	红胸黑雁
鹟科	贺兰山红尾鸲
鹟科	红背红尾鸲
鹟科	蓝头红尾鸲
鹟科	赭红尾鸲
鹟科	欧亚红尾鸲
鹟科	黑喉红尾鸲
鹟科	白喉红尾鸲
鹟科	北红尾鸲
鹟科	红腹红尾鸲
鹟科	蓝额红尾鸲
鸭科	赤麻鸭
鹟科	白顶溪鸲
鹟科	红尾水鸲
鹟科	白腹短翅鸲
鹟科	白尾蓝[地]鸲
鹟科	蓝额[长脚]地鸲
鹟科	蓝大翅鸲
鹟科	小燕尾
鹟科	黑背燕尾
鹟科	灰背燕尾
鹟科	白冠燕尾
雉科	大石鸡
鸭科	冠麻鸭
鹟科	斑背燕尾
鹟科	紫宽嘴鸫
鹟科	绿宽嘴鸫
鹟科	白喉石鵖
鹟科	黑喉石鵖
鹟科	白斑黑石鵖
鹟科	黑白林鵖
鹟科	灰林鵖
鹟科	穗鵖
鹟科	[东方]斑鵖
鸭科	翘鼻麻鸭
鹟科	白顶鵖
鹟科	漠鵖
鹟科	沙鵖
椋鸟科	灰头椋鸟
椋鸟科	黑冠椋鸟
椋鸟科	丝光椋鸟
椋鸟科	北椋鸟
椋鸟科	紫背椋鸟
椋鸟科	灰背椋鸟
椋鸟科	粉红椋鸟
鸭科	瘤鸭
椋鸟科	紫翅椋鸟
椋鸟科	灰椋鸟
椋鸟科	斑椋鸟
椋鸟科	黑领椋鸟
椋鸟科	红嘴椋鸟
椋鸟科	家八哥
椋鸟科	灰背岸八哥
椋鸟科	林八哥
椋鸟科	白领八哥
椋鸟科	八哥
鸭科	棉凫
椋鸟科	金冠树八哥
椋鸟科	鹩哥
樋	普通
樋	栗臀
樋	栗腹
樋	白尾
樋	黑头
樋	滇
樋	白脸
樋	绒额
鸭科	鸳鸯
樋	淡紫
樋	巨
樋	丽
樋	红翅旋壁雀
旋木雀科	旋木雀
旋木雀科	高山旋木雀
旋木雀科	锈红腹旋木雀
旋木雀科	褐喉旋木雀
鹪鹩科	鹪鹩
攀雀科	白冠攀雀
鸭科	赤膀鸭
攀雀科	中华攀雀
攀雀科	火冠雀
山雀科	沼泽山雀
山雀科	褐头山雀
山雀科	白眉山雀
山雀科	红腹山雀
山雀科	西伯利亚山雀
山雀科	棕枕山雀
山雀科	黑冠山雀
山雀科	煤山雀
鸭科	罗纹鸭
山雀科	黄腹山雀
山雀科	褐冠山雀
山雀科	西域山雀
山雀科	绿背山雀
山雀科	黄颊山雀
山雀科	台湾黄山雀
山雀科	灰蓝山雀
山雀科	黄胸山雀
山雀科	杂色山雀
鸭科	赤颈鸭
山雀科	黄眉林雀
山雀科	冕雀
山雀科	银喉[长尾]山雀
山雀科	红头[长尾]山雀
山雀科	黑头[长尾]山雀
山雀科	黑眉[长尾]山雀
山雀科	银脸[长尾]山雀
燕科	白眼河燕
燕科	褐喉沙燕
鸭科	葡萄胸鸭
燕科	岩燕
燕科	纯色岩燕
燕科	洋斑燕
燕科	斑腰燕
燕科	[白腹]毛脚燕
燕科	烟腹毛脚燕
燕科	黑喉毛脚燕
戴菊科	戴菊
鸭科	绿头鸭
戴菊科	台湾戴菊
鹎科	凤头雀嘴鹎
鹎科	领雀嘴鹎
鹎科	纵纹绿鹎
鹎科	黑头鹎
鹎科	黄臀鹎
鹎科	白头鹎
鹎科	台湾鹎
鸭科	斑嘴鸭
鹎科	白颊鹎
鹎科	黑喉红臀鹎
鹎科	纹喉鹎
鹎科	黄绿鹎
鹎科	黄腹冠鹎
鹎科	白喉冠鹎
鹎科	灰眼短脚鹎
鹎科	栗耳[短脚]鹎
鹎科	灰短脚鹎
鸭科	棕颈鸭
鹎科	栗背短脚鹎
鹎科	绿翅短脚鹎
鹎科	黑[短脚]鹎
扇尾莺科	棕扇尾莺
扇尾莺科	金头扇尾莺
扇尾莺科	山鹛
扇尾莺科	山鹪莺
扇尾莺科	褐山鹪莺
扇尾莺科	黑喉山鹪莺
扇尾莺科	暗冕鹪莺
鸭科	琵嘴鸭
扇尾莺科	灰胸鹪莺
扇尾莺科	黄腹鹪莺
扇尾莺科	褐头鹪莺
绣眼鸟科	红胁绣眼鸟
绣眼鸟科	灰腹绣眼鸟
绣眼鸟科	暗绿绣眼鸟
莺科	栗头地莺
莺科	金冠地莺
莺科	灰腹地莺
莺科	鳞头树莺
鸭科	针尾鸭
莺科	淡脚树莺
莺科	远东树莺
莺科	日本树莺
莺科	强脚树莺
莺科	大树莺
莺科	异色树莺
莺科	黄腹树莺
莺科	棕顶树莺
莺科	宽尾树莺
莺科	斑胸短翅莺
鸭科	白眉鸭
莺科	巨嘴短翅莺
莺科	中华短翅莺
莺科	棕褐短翅莺
莺科	高山短翅莺
莺科	矛斑蝗莺
莺科	黑斑蝗莺
莺科	小蝗莺
莺科	北蝗莺
莺科	史氏蝗莺
莺科	鸲蝗莺
鸭科	花脸鸭
莺科	苍眉蝗莺
莺科	斑背大尾莺
莺科	水蒲苇莺
莺科	细纹苇莺
莺科	黑眉苇莺
莺科	稻田苇莺
莺科	远东苇莺
莺科	钝翅[稻田]苇莺
莺科	芦苇莺
莺科	布氏苇莺
鸭科	绿翅鸭
莺科	大苇莺
莺科	东方大苇莺
莺科	噪大苇莺
莺科	厚嘴苇莺
莺科	靴篱莺
莺科	赛氏篱莺
莺科	草绿篱莺
莺科	金头缝叶莺
莺科	长尾缝叶莺
莺科	黑喉缝叶莺
鸭科	云石斑鸭
莺科	花彩雀莺
莺科	凤头雀莺
莺科	叽咋柳莺
莺科	东方叽咋柳莺
莺科	林柳莺
莺科	褐柳莺
莺科	烟柳莺
莺科	黄腹柳莺
莺科	棕腹柳莺
莺科	灰柳莺
鸭科	赤嘴潜鸭
莺科	棕眉柳莺
莺科	巨嘴柳莺
莺科	橙斑翅柳莺
莺科	灰喉柳莺
莺科	黄腰柳莺
莺科	淡黄腰柳莺
莺科	甘肃[黄腰]柳莺
莺科	四川柳莺
莺科	黄眉柳莺
莺科	淡眉柳莺
鸭科	红头潜鸭
莺科	极北柳莺
莺科	暗绿柳莺
莺科	双斑绿柳莺
莺科	灰脚柳莺
莺科	乌嘴柳莺
莺科	冕柳莺
莺科	峨眉柳莺
莺科	冠纹柳莺
莺科	白斑尾柳莺
莺科	海南柳莺
鸡形目	雉科
雁形目	鸭科
雀形目	莺科
雀形目	百灵科
雀形目	太阳鸟科
雀形目	麻雀科
雀形目	燕雀科
雀形目	八色鸫科
雀形目	阔嘴鸟科
雀形目	和平鸟科
雀形目	伯劳科
雀形目	鸦科
雀形目	太平鸟科
雀形目	河乌科
雀形目	鹟科
雀形目	椋鸟科
雀形目	樋
雀形目	旋木雀科
雀形目	鹪鹩科
雀形目	攀雀科
雀形目	山雀科
雀形目	燕科
雀形目	戴菊科
雀形目	鹎科
雀形目	扇尾莺科
雀形目	绣眼鸟科
三趾鹑目	三趾鹑科
毿文	响蜜毧
毿文	啄木鸟科
毿文	拟啄木鸟科
犀鸟目	犀鸟科
戴胜目	戴胜科
咬鹃目	咬鹃科
佛法僧目	佛法僧科
佛法僧目	翠鸟科
佛法僧目	鱼狗科
佛法僧目	蜂虎科
鹃形目	杜鹃科
鹃形目	鸦鹃科
鹦形目	鹦鹉科
雨燕目	雨燕科
雨燕目	树燕科
鸮形目	草鸮科
鸮形目	鸱鸮科
夜鹰目	蟆口鸱科
夜鹰目	耳夜鹰科
夜鹰目	夜鹰科
鸽形目	鸠鸽科
鹤形目	鸨科
鹤形目	鹤科
鹤形目	秧鸡科
鹳形目	沙鸡科
鹳形目	丘鹬科
鹳形目	彩鹬科
鹳形目	雉鸻科
鹳形目	石鸻科
鹳形目	鸻科
鹳形目	燕鸻科
鹳形目	鸥科
鹳形目	鹰科
鹳形目	隼科
鹳形目	烚澘
鹳形目	鹲科
鹳形目	鲣鸟科
鹳形目	蛇鹈科
鹳形目	鸬鹚科
鹳形目	鹭科
鹳形目	红鹳科
鹳形目	鹮科
鹳形目	鹈鹕科
鹳形目	鹳科
鹳形目	军舰鸟科
鹳形目	潜鸟科
鹳形目	鹱科
鸟类	鸡形目
鸟类	雁形目
鸟类	雀形目
鸟类	三趾鹑目
鸟类	毿文
鸟类	犀鸟目
鸟类	戴胜目
鸟类	咬鹃目
鸟类	佛法僧目
鸟类	鹃形目
鸟类	鹦形目
鸟类	雨燕目
鸟类	鸮形目
鸟类	夜鹰目
鸟类	鸽形目
鸟类	鹤形目
鸟类	鹳形目
